VIN,Make,Year,Model,AutoID,OwnerID,DriveTrain,EngineType,Transmission,ExteriorColor,InteriorColor
6WBGQ85RXT2YDTPVP,Contoso Motors,2015,Truck,731,144,FWD,6 Cylinder,Automatic,Silver,Black
LYI0FRMLLNNWU774U,Contoso Motors,2007,Wagon,732,490,FWD,4 Cylinder,Automatic,White Silver,Dark Gray
RW2Z6CATSMFIN889Q,Contoso Motors,2016,Sedan,733,222,AWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg
1IDOX778KN0B9JVQ8,Contoso Motors,2011,Sedan,734,223,AWD,4 Cylinder,Automatic,Electric Blue,Red
HZUVNXFEFR972CF7P,Contoso Motors,2011,Sedan,735,245,RWD,4 Cylinder,Automatic,Racing Green,Beige
7UYFAKDB3GTWRUARI,Contoso Motors,2013,Hatchback,736,499,FWD,4 Cylinder,Automatic,Silver,Dark Gray
CR0SPKNCJ0TDA6S37,Contoso Motors,2016,Truck,737,184,RWD,6 Cylinder,Automatic,Silver,Black
NVCEX4LASZIL7H7O3,Contoso Motors,2015,Truck,738,210,FWD,6 Cylinder,Automatic,Silver,Black
AKYYQ91FZHZPZPW0T,Contoso Motors,2005,Coupe,739,201,AWD,6 Cylinder,Semi-automatic,Electric Blue,Red
40TD7R10U4Y5LGV0S,Contoso Motors,2013,Hybrid,740,740,FWD,Hybrid,Semi-automatic,White Silver,Smoke White
W955YIY7FXRM689F8,Contoso Motors,2011,Crossover,741,165,FWD,Hybrid,Automatic,Pepper White,Black
VHRA1Y2TGTA84F00H,Contoso Motors,2013,Commercial,742,22,AWD,8 Cylinder,Automatic,Gray,Dark Gray
W4VHIZMS7VNN66O0L,Contoso Motors,2016,Convertible 2DR,743,743,AWD,4 Cylinder,Automatic,Electric Blue,Red
4G08RIMH2EDJPMAAO,Contoso Motors,2014,Crossover,744,189,AWD,Hybrid,Automatic,Pepper White,Black
8X5GIWV3BRRMSQNPM,Contoso Motors,2004,Crossover,745,213,FWD,Electric,Automatic,Pepper White,Black
1W3N5OPBM26B2FGTI,Contoso Motors,2005,Minivan,746,746,FWD,6 Cylinder,Automatic,Volcanic Orange,White
FPV30MHDDWMVNKM7P,Contoso Motors,2005,Crossover,747,237,FWD,Electric,Automatic,Pepper White,Black
T9KOS71E4AIP1Q8EL,Contoso Motors,2016,Minivan,748,748,FWD,6 Cylinder,Automatic,Blue,Old Lace
6JQXXHW66LO0UGIHG,Contoso Motors,2016,Crossover,749,283,FWD,12 Cylinder,Automatic,Pepper White,Black
R3L4HK7T3NX7QVKEN,Contoso Motors,2005,Minivan,750,750,FWD,6 Cylinder,Automatic,Deep Blue,Brown
G2X9W0T6L2JS6WFP9,Contoso Motors,2006,Minivan,751,751,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
5FQ1WG7XU1R21H076,Contoso Motors,2007,Minivan,752,752,FWD,6 Cylinder,Automatic,White Silver,Smoke White
TRMKI7HQS5W2AXXZJ,Contoso Motors,2004,Minivan,753,753,FWD,6 Cylinder,Automatic,Racing Green,Beige
KMNVN2AH9A5ROOM8U,Contoso Motors,2005,Minivan,754,754,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
T1FWKED19XQUSKUIP,Contoso Motors,2005,Sedan,755,246,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg
4R30FOR7NUOBL05GJ,Contoso Motors,2016,Wagon,756,16,FWD,6 Cylinder,Automatic,Volcanic Orange,Dark Gray
O4SP2LLBB22B178AN,Contoso Motors,2009,Sedan,757,306,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
ECTILBZ7Q9CXDT1PI,Contoso Motors,2016,Sedan,758,319,FWD,4 Cylinder,Automatic,Pepper White,Dark Gray
HDZ6EZ3BJ3R0E8O7D,Contoso Motors,2012,SUV,759,295,AWD,6 Cylinder,Automatic,Pepper White,Black
MMPDFE10GSJVDFLPU,Contoso Motors,2005,Truck,760,240,AWD,6 Cylinder,Automatic,Silver,Black
NQXHWVC3T5K8HQ8VH,Contoso Motors,2013,Truck,761,299,FWD,6 Cylinder,Automatic,Silver,Black
VGBMKIXICFYAJSHER,Contoso Motors,2004,Hatchback,762,36,FWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray
6JSA9PR2FFEZ9B2LF,Contoso Motors,2016,Wagon,763,60,AWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray
81G2A4SL9PO4568FR,Contoso Motors,2016,Minivan,764,764,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
MS1X7K1TATLZN91VO,Contoso Motors,2011,Minivan,765,765,FWD,6 Cylinder,Automatic,Electric Blue,Red
TVQUH7OPXUML589BF,Contoso Motors,2007,Crossover,766,331,AWD,Hybrid,Automatic,Pepper White,Black
K4S59LCD768E439BP,Contoso Motors,2005,Wagon,767,64,FWD,6 Cylinder,Automatic,Volcanic Orange,Dark Gray
TNZWN4KCBEAFU2PY4,Contoso Motors,2007,Truck,768,329,RWD,6 Cylinder,Automatic,Silver,Black
BCBH8NN5VYDYJKHLN,Contoso Motors,2014,SUV,769,343,FWD,12 Cylinder,Automatic,Pepper White,Black
QZ2UC2O6OC2RKAIN2,Contoso Motors,2014,Sedan,770,365,RWD,4 Cylinder,Automatic,Pepper White,Dark Gray
1KGYSUOELB2RW72TO,Contoso Motors,2011,Hatchback,771,84,FWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray
K9HXYEIKIALDNOZVI,Contoso Motors,2004,Minivan,772,772,FWD,6 Cylinder,Automatic,Deep Blue,Brown
ZCZW1LLECMJCR28ZW,Contoso Motors,2007,SUV,773,353,RWD,Electric,Automatic,Pepper White,Black
I068HDP99WD7KEY1N,Contoso Motors,2011,SUV,774,377,FWD,6 Cylinder,Automatic,Pepper White,Black
JJRWXPF3C451H02VK,Contoso Motors,2013,Commercial,775,247,AWD,8 Cylinder,Automatic,Gray,Dark Gray
4OMDL2KTP014J5CLU,Contoso Motors,2011,Convertible 2DR,776,776,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
90YJI5CIBBUPG91RQ,Contoso Motors,2014,Coupe,777,249,FWD,6 Cylinder,Semi-automatic,Electric Blue,Red
9YCXB7UMTKU8ECRV7,Contoso Motors,2015,Hybrid,778,778,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
W6V391Z9F53WKNQC6,Contoso Motors,2011,Truck,779,353,FWD,6 Cylinder,Automatic,Silver,Black
MP7995L7DJRK9RYFV,Contoso Motors,2005,Wagon,780,90,AWD,6 Cylinder,Automatic,Blue,Dark Gray
OYM8VOGTOYNEDHEDU,Contoso Motors,2015,Sedan,781,366,AWD,4 Cylinder,Automatic,Volcanic Orange,White
X5LI0HRNEZTB1LHJV,Contoso Motors,2013,Sedan,782,367,AWD,4 Cylinder,Automatic,Chili Red,Black
5E8ZLLMNOKC97Y39F,Contoso Motors,2007,Sedan,783,485,FWD,4 Cylinder,Automatic,Chili Red,Black
J7QSXBTTYAVCARPCM,Contoso Motors,2014,Hatchback,784,99,AWD,6 Cylinder,Automatic,Chili Red,Dark Gray
C6U9GGBA5AW3XTUU1,Contoso Motors,2005,Truck,785,354,FWD,6 Cylinder,Automatic,Silver,Black
T8NJCUFGG2QGQFDWL,Contoso Motors,2004,Truck,786,376,FWD,6 Cylinder,Automatic,Silver,Black
YN25BAMRKJLP1K3K6,Contoso Motors,2016,Coupe,787,259,RWD,6 Cylinder,Semi-automatic,Racing Green,Beige
J0AA6GOZ9DDA3SMI2,Contoso Motors,2015,Hybrid,788,788,FWD,Hybrid,Semi-automatic,Blazing Gray,Nutmeg
0QO6KQFIMUFQYUVK7,Contoso Motors,2005,SUV,789,401,RWD,8 Cylinder,Automatic,Pepper White,Black
H0L0TKDKWFMEBAFK2,Contoso Motors,2013,Commercial,790,343,AWD,8 Cylinder,Automatic,Gray,Dark Gray
N7JV75WZ0OCOQEDGZ,Contoso Motors,2007,Convertible 2DR,791,791,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
VVLP43HE78ERBU8BK,Contoso Motors,2004,SUV,792,425,RWD,4 Cylinder,Automatic,Pepper White,Black
9GV7PZNT6AWE05604,Contoso Motors,2014,SUV,793,117,FWD,6 Cylinder,Automatic,Red,Black
54GLGFGG366EBV9J2,Contoso Motors,2005,Minivan,794,794,FWD,6 Cylinder,Automatic,Blue,Old Lace
0A4SMSAGR5CA4LAY6,Contoso Motors,2014,SUV,795,165,AWD,Hybrid,Automatic,Red,Black
OB8R8LR5DUG79YSRA,Contoso Motors,2007,Minivan,796,796,FWD,6 Cylinder,Automatic,Deep Blue,Brown
97PMUAYJHGRMB0KPM,Contoso Motors,2004,Crossover,797,515,FWD,3 Cylinder,Automatic,Red,Black
IJS4NQHF1H5RDJVWA,Contoso Motors,2005,Minivan,798,798,FWD,6 Cylinder,Automatic,White Silver,Smoke White
9DIEKCNPQDFXINGR7,Contoso Motors,2012,Minivan,799,799,FWD,6 Cylinder,Automatic,Racing Green,Beige
P172QGLD4TJDHP5KW,Contoso Motors,2016,Minivan,800,800,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
YWRP6OT9GHZRYF19H,Contoso Motors,2011,Minivan,801,801,FWD,6 Cylinder,Automatic,Electric Blue,Red
4ZLVO4S8I3N1C658C,Contoso Motors,2013,Minivan,802,802,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
8HJPW8YBGK2QX45YM,Contoso Motors,2016,Sedan,803,486,FWD,4 Cylinder,Automatic,Blue,Old Lace
QK1HIM0WKKNM7TCT5,Contoso Motors,2010,Wagon,804,156,FWD,6 Cylinder,Automatic,Thunder Gray,Dark Gray
BRNHVMZOUJ6EOCP32,Contoso Motors,2004,Sedan,805,13,FWD,6 Cylinder,Automatic,Electric Blue,Red
5OZEYSZSL53OJI90B,Contoso Motors,2011,Sedan,806,61,AWD,6 Cylinder,Automatic,Electric Blue,Red
Y6P4Z7FX84XCC210V,Contoso Motors,2016,SUV,807,527,FWD,Electric,Automatic,Red,Black
K0Z9D5WQV51K1D9DD,Contoso Motors,2005,Truck,808,377,FWD,6 Cylinder,Automatic,Silver,Black
5KIJ2LBT9NBXRYNJ1,Contoso Motors,2004,Truck,809,432,FWD,6 Cylinder,Automatic,Silver,Black
9D7YC1K6H889N676Y,Contoso Motors,2007,Hatchback,810,180,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
7NR0A40LLPWQBIVEQ,Contoso Motors,2014,Hatchback,811,187,RWD,6 Cylinder,Automatic,Midnight Black,Silverstone
DRZQCEQTOITFGYE1F,Contoso Motors,2005,Minivan,812,812,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
ZTOXRYHCBTPVA346D,Contoso Motors,2007,Minivan,813,813,FWD,6 Cylinder,Automatic,Electric Blue,Red
230L1LHPMTHZMQH5D,Contoso Motors,2011,Crossover,814,563,FWD,6 Cylinder,Automatic,Red,Black
WU6TUN4OUQJ62959R,Contoso Motors,2011,Wagon,815,204,AWD,6 Cylinder,Automatic,Volcanic Orange,White
QYR2YHRCPM7KRXIFH,Contoso Motors,2006,Truck,816,443,FWD,6 Cylinder,Automatic,Silver,Black
0AHXFLV9JHV1C3FLF,Contoso Motors,2013,SUV,817,575,AWD,3 Cylinder,Automatic,Red,Black
VW2J1NWNDZMIX5S9L,Contoso Motors,2011,Sedan,818,133,AWD,6 Cylinder,Automatic,Pepper White,Dark Gray
QFQVXAZ7QT2Y9HY5P,Contoso Motors,2007,Hatchback,819,235,RWD,6 Cylinder,Automatic,Racing Green,Beige
PKEPO5FRA6XJVOIJL,Contoso Motors,2011,Minivan,820,820,FWD,6 Cylinder,Automatic,Deep Blue,Brown
FR2BMACDU78E81XTM,Contoso Motors,2005,SUV,821,609,AWD,Hybrid,Automatic,Red,Black
NAYMOPAFWZZJ3P5ST,Contoso Motors,2004,SUV,822,633,FWD,10 Cylinder,Automatic,Red,Black
4QY2YX7ZBBYX3R90G,Contoso Motors,2013,Commercial,823,406,AWD,8 Cylinder,Automatic,Gray,Dark Gray
HICE0LWREABPLGNZ4,Contoso Motors,2013,Convertible 2DR,824,824,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg
VE48CAR1OTQWPEGGZ,Contoso Motors,2014,Coupe,825,297,FWD,6 Cylinder,Semi-automatic,Pepper White,Dark Gray
HYK915IEFUDRMB5VK,Contoso Motors,2015,Hybrid,826,826,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
5COLRNFEJUAE4AWRB,Contoso Motors,2011,Truck,827,449,FWD,6 Cylinder,Automatic,Silver,Black
3NXGTA28RQCJWC2GG,Contoso Motors,2004,Hatchback,828,239,AWD,6 Cylinder,Automatic,Pepper White,Dark Gray
80YJYHAP7PBI71W1E,Contoso Motors,2013,Sedan,829,159,FWD,6 Cylinder,Automatic,Chili Red,Black
RZFQM7V90QR7IISH6,Contoso Motors,2006,Sedan,830,179,FWD,6 Cylinder,Automatic,Electric Blue,Red
95SL8ZZOYDZD11JJ2,Contoso Motors,2004,Sedan,831,181,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
5DJE9WG9965PK8D38,Contoso Motors,2004,Wagon,832,256,RWD,6 Cylinder,Automatic,Deep Blue,Brown
TAKBJJ63U55C1MMUJ,Contoso Motors,2013,Truck,833,472,AWD,6 Cylinder,Automatic,Silver,Black
2IOYK1O5K2TVF1NFP,Contoso Motors,2012,Truck,834,491,AWD,6 Cylinder,Automatic,Silver,Black
SZPH4O2AB63H13YQ3,Contoso Motors,2012,Coupe,835,403,AWD,6 Cylinder,Semi-automatic,Pepper White,Dark Gray
X0FOEI94DVDI6VID8,Contoso Motors,2015,Hybrid,836,836,FWD,Hybrid,Semi-automatic,Blazing Gray,Nutmeg
TGHXAB6J65XTQCVD7,Contoso Motors,2014,SUV,837,657,FWD,6 Cylinder,Automatic,Red,Black
1RFEOANOYZCBM4TU0,Contoso Motors,2013,Commercial,838,775,AWD,8 Cylinder,Automatic,Gray,Dark Gray
7MUZB90VD18D9W1RH,Contoso Motors,2006,Convertible 2DR,839,839,FWD,12 Cylinder,Automatic,Pepper White,Dark Gray
M990FT6MMHZJXQUEC,Contoso Motors,2011,SUV,840,681,AWD,6 Cylinder,Automatic,Red,Black
R8V7LBUTZU3144KJO,Contoso Motors,2005,SUV,841,797,FWD,4 Cylinder,Automatic,Red,Black
4PRGPFPQSAGGP9NX6,Contoso Motors,2005,Minivan,842,842,FWD,6 Cylinder,Automatic,Blue,Old Lace
ZXOIFCKDL05F05B3X,Contoso Motors,2004,SUV,843,845,RWD,4 Cylinder,Automatic,Red,Black
NMGCY7X5J1PJ2UA94,Contoso Motors,2016,Minivan,844,844,FWD,6 Cylinder,Automatic,Deep Blue,Brown
HYKPJHYAHBWE8ISKL,Contoso Motors,2011,Crossover,845,997,FWD,6 Cylinder,Automatic,Red,Black
BU90U8QBV69ZU7O2Q,Contoso Motors,2013,Minivan,846,846,FWD,6 Cylinder,Automatic,White Silver,Smoke White
8KRJYE1D2LYS2LZ62,Contoso Motors,2014,Minivan,847,847,FWD,6 Cylinder,Automatic,Racing Green,Beige
GYT0MJJJJJWMIPCGY,Contoso Motors,2015,Minivan,848,848,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
MUP19M2VC7BB0F2XS,Contoso Motors,2004,Minivan,849,849,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
7GF2Y9JGPOH5T99V8,Contoso Motors,2010,Minivan,850,850,FWD,6 Cylinder,Automatic,Volcanic Orange,White
SC9G0RES3EUPLX7C2,Contoso Motors,2014,Sedan,851,253,FWD,6 Cylinder,Automatic,Chili Red,Black
G8Q4AX4JD5WD72WM2,Contoso Motors,2015,Hatchback,852,276,AWD,6 Cylinder,Automatic,Volcanic Orange,White
6LUK9D367V9T1CIN8,Contoso Motors,2005,Sedan,853,301,FWD,6 Cylinder,Automatic,Silver,Ivory
HZTDMFDAZPE2PGBNN,Contoso Motors,2016,Sedan,854,303,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
F97CREJY4K36GXYQB,Contoso Motors,2004,Crossover,855,21,FWD,6 Cylinder,Automatic,Red,Black
52914EY5HGMGPU7SG,Contoso Motors,2004,Truck,856,497,FWD,6 Cylinder,Automatic,Silver,Black
OMM9F2ABI0RY7XP76,Contoso Motors,2004,Truck,857,520,FWD,6 Cylinder,Automatic,Silver,Black
CUEHKXE2HHXAKJWY5,Contoso Motors,2004,Wagon,858,300,FWD,6 Cylinder,Automatic,Blue,Old Lace
26GSEZPDD802ZCPDI,Contoso Motors,2016,Hatchback,859,324,FWD,6 Cylinder,Automatic,Blue,Old Lace
QPK7XEOMZO2OZ7GV8,Contoso Motors,2004,Minivan,860,860,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
FZ3HW1YFEWTKM6PNH,Contoso Motors,2005,Minivan,861,861,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
QA0CKZPRYXCIAXWT1,Contoso Motors,2013,Crossover,862,139,FWD,12 Cylinder,Automatic,Red,Black
XMABHI97U66MFZWUP,Contoso Motors,2011,Wagon,863,348,AWD,6 Cylinder,Automatic,Blue,Old Lace
U01QK1XK2EGWUGXHT,Contoso Motors,2004,Truck,864,569,FWD,6 Cylinder,Automatic,Silver,Black
HOA1OHM0MQ4ZJFW9Y,Contoso Motors,2016,SUV,865,151,AWD,Electric,Automatic,Red,Black
DK6JW0RNF0G9PO2FJ,Contoso Motors,2007,Sedan,866,323,FWD,6 Cylinder,Automatic,Chili Red,Black
HH0UUWH1QB9GG4S4A,Contoso Motors,2016,Wagon,867,352,AWD,6 Cylinder,Automatic,White Silver,Smoke White
QZUP2Q4EHOE069K1X,Contoso Motors,2013,Minivan,868,868,FWD,6 Cylinder,Automatic,White Silver,Smoke White
6B7VXWUK1PHZCS3OU,Contoso Motors,2014,SUV,869,185,RWD,Hybrid,Automatic,Red,Black
434GS5N28DIN5OVLH,Contoso Motors,2011,SUV,870,209,RWD,6 Cylinder,Automatic,Red,Black
K9QF880KTD5NDKG0M,Contoso Motors,2013,Commercial,871,871,AWD,8 Cylinder,Automatic,Gray,Dark Gray
F52U4Z5UNCE2C1OFT,Contoso Motors,2004,Convertible 2DR,872,872,AWD,6 Cylinder,Automatic,Thunder Gray,Gray
MD1QGKELEC5FZ04F8,Contoso Motors,2011,Coupe,873,595,AWD,6 Cylinder,Semi-automatic,Silver,Ivory
ZFA6L9YHV0AX89PKO,Contoso Motors,2015,Hybrid,874,874,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
YECGNLIVTNF3841CP,Contoso Motors,2007,Truck,875,576,FWD,6 Cylinder,Automatic,Silver,Black
D1360EL2ADUC6MPDQ,Contoso Motors,2005,Hatchback,876,372,FWD,6 Cylinder,Automatic,Blue,Old Lace
N8JSLRBYQKE9IACLA,Contoso Motors,2011,Sedan,877,325,FWD,6 Cylinder,Automatic,Silver,Ivory
3S0ES2JI4ACRFV3ET,Contoso Motors,2009,Sedan,878,326,FWD,6 Cylinder,Automatic,Deep Blue,Brown
AAYW7K4YP7I4RNOPV,Contoso Motors,2004,Sedan,879,349,AWD,6 Cylinder,Automatic,Silver,Ivory
BTJWLTKYWTYE5QNYD,Contoso Motors,2007,Wagon,880,378,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
87USY6PCJ78B9KL0I,Contoso Motors,2016,Truck,881,616,AWD,6 Cylinder,Automatic,Silver,Black
R00Z3DI0LOLCAYH87,Contoso Motors,2011,Truck,882,617,RWD,6 Cylinder,Automatic,Silver,Black
HOCG329DOP8M59A3O,Contoso Motors,2013,Coupe,883,643,FWD,6 Cylinder,Automatic,Silver,Ivory
1VJFB9JEFQPGC11G3,Contoso Motors,2015,Hybrid,884,884,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
E8ZEHV77X4K5BI6VB,Contoso Motors,2014,SUV,885,233,FWD,6 Cylinder,Automatic,Red,Black
YQ38IK9VIFZ9L4X0L,Contoso Motors,2013,Commercial,886,934,AWD,8 Cylinder,Automatic,Gray,Dark Gray
S51OBQSGMPCRL8ERU,Contoso Motors,2012,Convertible 2DR,887,887,AWD,Hybrid,Automatic,Chili Red,Black
TBDPURKUDLZ32H4NQ,Contoso Motors,2004,SUV,888,257,RWD,6 Cylinder,Automatic,Red,Black
LSEOQTC2VU7C4T2VQ,Contoso Motors,2004,SUV,889,373,AWD,6 Cylinder,Automatic,Red,Black
9RO3097X9OREKUP5G,Contoso Motors,2013,Minivan,890,890,FWD,6 Cylinder,Automatic,Deep Blue,Brown
ADWXNCODEU6OYKVCH,Contoso Motors,2011,SUV,891,421,AWD,Hybrid,Automatic,Red,Black
RHU8UM5VHY4M5O6CP,Contoso Motors,2015,Minivan,892,892,FWD,6 Cylinder,Automatic,White Silver,Smoke White
F0ART9GM914MTWBEB,Contoso Motors,2004,Crossover,893,101,FWD,Hybrid,Automatic,Silver,Black
9MGA02Q904RZK30Y0,Contoso Motors,2010,Minivan,894,894,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
JZZR7MEBSY5Z3DBSV,Contoso Motors,2007,Minivan,895,895,FWD,6 Cylinder,Automatic,Electric Blue,Red
61PM8FCE5Z47LCBM7,Contoso Motors,2016,Minivan,896,896,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
QAUJ75K404OKCWAYB,Contoso Motors,2011,Minivan,897,897,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
Y31AP41FPE968VDAQ,Contoso Motors,2009,Minivan,898,898,FWD,6 Cylinder,Automatic,Volcanic Orange,White
9K4NASRJYRC5IGE5F,Contoso Motors,2005,Sedan,899,350,AWD,6 Cylinder,Automatic,Deep Blue,Brown
6ROKN7HL3QYDKBZU2,Contoso Motors,2016,Hatchback,900,383,AWD,6 Cylinder,Automatic,Silver,Ivory
ZG29O4PDUVJB480O7,Contoso Motors,2007,Sedan,901,351,AWD,6 Cylinder,Automatic,Midnight Black,Silverstone
89TKX09LO2TMOQ5ZZ,Contoso Motors,2007,Sedan,902,373,FWD,6 Cylinder,Automatic,Silver,Ivory
O00E9L82AK190JQLE,Contoso Motors,2005,Crossover,903,125,FWD,Electric,Automatic,Silver,Black
DRNRGX58IYSUEULXS,Contoso Motors,2015,Truck,904,672,AWD,6 Cylinder,Automatic,Silver,Black
JGWFS0V5AO56BGKRX,Contoso Motors,2005,Truck,905,768,FWD,6 Cylinder,Automatic,Silver,Black
YYR59LU296241XM7C,Contoso Motors,2016,Wagon,906,396,FWD,6 Cylinder,Automatic,Deep Blue,Brown
MD3MRWCB5BJZLT7KR,Contoso Motors,2007,Wagon,907,400,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
48NS2CV6X0R8MWGF8,Contoso Motors,2011,Minivan,908,908,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
U70L3UW3I74U0I1D2,Contoso Motors,2014,Minivan,909,909,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
5H7BDXTKTIRIMVGIS,Contoso Motors,2011,Crossover,910,149,FWD,Hybrid,Automatic,Silver,Black
8Q2VFOO8CA3Z45B6V,Contoso Motors,2013,Hatchback,911,431,FWD,6 Cylinder,Automatic,Silver,Ivory
HW4XJWLPNNDLQAX05,Contoso Motors,2005,Truck,912,785,AWD,6 Cylinder,Automatic,Silver,Black
22EG0JMRZL1IWKZZF,Contoso Motors,2004,Crossover,913,173,FWD,4 Cylinder,Automatic,Silver,Black
60GJ5JULBBBM13ZUP,Contoso Motors,2016,Sedan,914,374,FWD,6 Cylinder,Automatic,Deep Blue,Brown
QI6EFFZ7ZXGQO9SOU,Contoso Motors,2016,Hatchback,915,435,FWD,6 Cylinder,Automatic,Racing Green,Beige
MAVMESMCTW2JBG1G5,Contoso Motors,2004,Minivan,916,916,FWD,6 Cylinder,Automatic,White Silver,Smoke White
IKNVB3TIXN438BQ89,Contoso Motors,2012,SUV,917,183,AWD,4 Cylinder,Automatic,Silver,Black
74G4ZYNQ6ZJOHDAVW,Contoso Motors,2010,SUV,918,190,FWD,12 Cylinder,Automatic,Silver,Black
YKHPJ1STWYTEASS7K,Contoso Motors,2013,Commercial,919,303,AWD,8 Cylinder,Automatic,Gray,Dark Gray
WLDA9RJA6P4UTS5K0,Contoso Motors,2011,Convertible 2DR,920,920,AWD,4 Cylinder,Automatic,Thunder Gray,Gray
8H2GFWRYTVXA2HGA6,Contoso Motors,2005,Coupe,921,729,RWD,6 Cylinder,Automatic,Racing Green,Beige
3HAOIE7ES2MHZW9TT,Contoso Motors,2015,Hybrid,922,922,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
UW77H6R708EIE9OLS,Contoso Motors,2016,Truck,923,808,FWD,6 Cylinder,Automatic,Silver,Black
8R5D8PMU2LJP25G25,Contoso Motors,2013,Hatchback,924,475,AWD,6 Cylinder,Automatic,Chili Red,Black
J165EXXZ9KYOH2TF8,Contoso Motors,2011,Sedan,925,397,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
XZKKHBHIYECG3VTLL,Contoso Motors,2007,Sedan,926,434,FWD,6 Cylinder,Automatic,White Silver,Smoke White
8XBCZZPJDEFJV8IHD,Contoso Motors,2014,Sedan,927,469,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
ANAQ2CSXPZV04SSB3,Contoso Motors,2016,Wagon,928,492,AWD,6 Cylinder,Automatic,White Silver,Smoke White
Z9GJHDT27HY6MIV2A,Contoso Motors,2011,Truck,929,809,FWD,6 Cylinder,Automatic,Silver,Black
ZRELSR86XTMT1KI1Z,Contoso Motors,2004,Truck,930,816,AWD,6 Cylinder,Automatic,Silver,Black
V1ME9XPJCFFK51OBG,Contoso Motors,2014,Coupe,931,825,FWD,6 Cylinder,Automatic,Electric Blue,Red
B0KQJS58D9W3QUFC7,Contoso Motors,2015,Hybrid,932,932,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
N4923VAUT73830S31,Contoso Motors,2011,SUV,933,193,FWD,6 Cylinder,Automatic,Silver,Black
8KNYKMNPQZ4E359R9,Contoso Motors,2013,Commercial,934,399,AWD,8 Cylinder,Automatic,Gray,Dark Gray
SVTA6FJUPTXJS3S66,Contoso Motors,2014,Convertible 2DR,935,935,FWD,4 Cylinder,Automatic,Chili Red,Black
5Y7C4X1AW9OD6YJ5H,Contoso Motors,2007,Crossover,936,197,FWD,8 Cylinder,Automatic,Silver,Black
9UXISGGMN5UGSNFRU,Contoso Motors,2016,SUV,937,198,AWD,10 Cylinder,Automatic,Silver,Black
L5I8UFY8X6GL2D69M,Contoso Motors,2010,Minivan,938,938,FWD,6 Cylinder,Automatic,Deep Blue,Brown
QCZNWGSD18592WZN8,Contoso Motors,2005,SUV,939,213,FWD,6 Cylinder,Automatic,Silver,Black
YBA3G7IMYLGC0GXJN,Contoso Motors,2016,Minivan,940,940,FWD,6 Cylinder,Automatic,White Silver,Smoke White
Z2L5CLWYCUDITKUF4,Contoso Motors,2011,SUV,941,216,FWD,6 Cylinder,Automatic,Silver,White
RDR4WN8V9E87L9YG9,Contoso Motors,2009,Minivan,942,942,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
SN5X1SZYMFZHUM6JH,Contoso Motors,2004,Minivan,943,943,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
BUH4CXR94R6VAI3ZO,Contoso Motors,2005,Minivan,944,944,FWD,6 Cylinder,Automatic,Volcanic Orange,White
8SA2DDGJJ17593MQI,Contoso Motors,2007,Minivan,945,945,FWD,6 Cylinder,Automatic,Chili Red,Black
VZGPN3M599V67YJH5,Contoso Motors,2016,Minivan,946,946,FWD,6 Cylinder,Automatic,Blue,Old Lace
LRJWGGVPDJZT6W58N,Contoso Motors,2011,Sedan,947,493,AWD,6 Cylinder,Automatic,Racing Green,Beige
